type_chauss,prix,image_lien,quartier,region
Chaussures,12000,https://images.coinafrique.com/thumb_3370357_uploaded_image1_1633470461.jpg,Dakar, Sénégal
Chaussures,12000,https://images.coinafrique.com/thumb_3370124_uploaded_image1_1633461260.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_3365662_uploaded_image1_1633268172.jpg,Guediawaye, Dakar
Mocassinsenfanten,15000,https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg,Dakar Plateau, Dakar
Chaussures,8000,https://images.coinafrique.com/thumb_3349497_uploaded_image1_1632394857.jpg,Dakar, Sénégal
Chaussures,5000,https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg,Hann Bel-Air, Dakar
Baskets,7000,https://images.coinafrique.com/thumb_3327812_uploaded_image1_1631278298.jpg,Colobane, Dakar
Mocassins,15000,https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg,Dakar, Sénégal
Baskets,7000,https://images.coinafrique.com/thumb_3316031_uploaded_image1_1630757466.jpg,Colobane, Dakar
Chaussures,13500,https://images.coinafrique.com/thumb_3312395_uploaded_image1_1630601772.jpg,Dakar, Sénégal
Chaussures,2500,https://images.coinafrique.com/thumb_3305453_uploaded_image2_1630348767.jpeg,Dakar, Sénégal
Chaussures,13500,https://images.coinafrique.com/thumb_3288174_uploaded_image1_1629374418.jpg,Dakar, Sénégal
Chaussures,13500,https://images.coinafrique.com/thumb_3288168_uploaded_image1_1629374275.jpg,Dakar, Sénégal
Chaussures,13500,https://images.coinafrique.com/thumb_3288165_uploaded_image1_1629374192.jpg,Dakar, Sénégal
Chaussures,3000,https://images.coinafrique.com/thumb_3267690_uploaded_image1_1628334320.jpg,Mermoz-Sacré Coeur, Dakar
Chaussures,12500,https://images.coinafrique.com/thumb_3252340_uploaded_image1_1627653888.jpg,Dakar, Sénégal
Chaussures,15000,https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg,Grand Yoff, Dakar
Babouches,7000,https://images.coinafrique.com/thumb_3231496_uploaded_image1_1626390253.jpg,Hann Bel-Air, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_3227293_uploaded_image1_1626223659.jpg,Biscuiterie, Dakar
Chaussures,15000,https://images.coinafrique.com/thumb_3224546_uploaded_image1_1626108022.jpg,Dakar Plateau, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_3217628_uploaded_image1_1625766871.jpg,Hann Bel-Air, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_3217622_uploaded_image1_1625766711.jpg,Hann Bel-Air, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_3217486_uploaded_image1_1625761437.jpg,Hann Bel-Air, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_3217457_uploaded_image1_1625760969.jpg,Hann Bel-Air, Dakar
BasketsAirJordan,15000,https://images.coinafrique.com/thumb_3171528_uploaded_image1_1623678884.jpg,Point E, Dakar
Chaussures,5000,https://images.coinafrique.com/thumb_3156703_uploaded_image1_1623001294.jpg,HLM, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_3140539_uploaded_image1_1622331287.jpg,Parcelle Assainies, Dakar
Chaussures,5000,https://images.coinafrique.com/thumb_3138744_uploaded_image1_1622222944.jpg,Colobane, Dakar
Chaussures,5000,https://images.coinafrique.com/thumb_3138741_uploaded_image1_1622222899.jpg,Colobane, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_3136795_uploaded_image1_1622129786.jpg,Parcelle Assainies, Dakar
Chaussuresorthopédiques,12000,https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg,Rufisque, Sénégal
Chaussures,8500,https://images.coinafrique.com/thumb_3124327_uploaded_image1_1621494874.jpg,Grand Dakar, Dakar
Chaussurescrops,5000,https://images.coinafrique.com/thumb_3106484_uploaded_image1_1620567535.jpg,Mermoz-Sacré Coeur, Dakar
Chaussures,2500,https://images.coinafrique.com/thumb_3105886_uploaded_image1_1620525968.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg,Almadies, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_3102432_uploaded_image1_1620372465.jpg,Almadies, Dakar
Chaussures,3500,https://images.coinafrique.com/thumb_3102429_uploaded_image1_1620372293.jpg,Parcelle Assainies, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_3102419_uploaded_image1_1620371811.jpg,Almadies, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_3102417_uploaded_image1_1620371690.jpg,Rufisque, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3102122_uploaded_image1_1620341974.jpg,Biscuiterie, Dakar
Chaussures,50000,https://images.coinafrique.com/thumb_3100228_uploaded_image1_1620285689.jpg,Fann-Point E-Amitié, Dakar
Chaussuresàtalon,10000,https://images.coinafrique.com/thumb_3095584_uploaded_image1_1620089749.jpg,Dakar, Sénégal
Chaussures,15000,https://images.coinafrique.com/thumb_3093302_uploaded_image1_1620011941.jpg,Biscuiterie, Dakar
Chaussures,5500,https://images.coinafrique.com/thumb_3084737_uploaded_image1_1619615814.jpg,Colobane, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_3077278_uploaded_image1_1619226701.jpg,Dakar, Sénégal
Chaussures,15000,https://images.coinafrique.com/thumb_3075527_uploaded_image1_1619145411.jpg,Dakar, Sénégal
Chaussures,5000,https://images.coinafrique.com/thumb_3071648_uploaded_image1_1619000211.jpg,Dakar, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3052212_uploaded_image1_1618089468.jpg,Dakar, Sénégal
BasketsAdidasStanSmithpour,8000,https://images.coinafrique.com/thumb_3048378_uploaded_image1_1617915277.jpg,Dakar, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3047906_uploaded_image1_1617901111.jpg,Ziguinchor, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3047901_uploaded_image1_1617900953.jpg,Dakar, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3047895_uploaded_image1_1617900785.jpg,Dakar, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3040951_uploaded_image1_1617626335.jpg,Dakar, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3040948_uploaded_image1_1617626252.jpg,Dakar, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3039898_uploaded_image1_1617564756.jpg,Dakar, Sénégal
Mocassins,10000,https://images.coinafrique.com/thumb_3039894_uploaded_image1_1617564682.jpg,Dakar, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_3039890_uploaded_image1_1617564616.jpg,Dakar, Sénégal
BasketsAdidas,10000,https://images.coinafrique.com/thumb_3039797_uploaded_image1_1617561525.jpg,Dakar, Sénégal
Ensemble,12000,https://images.coinafrique.com/thumb_3032235_uploaded_image1_1617269518.jpg,HLM, Dakar
Chaussures,4000,https://images.coinafrique.com/thumb_3024586_uploaded_image1_1616871119.jpg,HLM, Dakar
Chaussures,5000,https://images.coinafrique.com/thumb_3024046_uploaded_image1_1616850690.jpg,HLM, Dakar
Chaussures,8500,https://images.coinafrique.com/thumb_3019231_uploaded_image1_1616610393.jpg,Dakar, Sénégal
Chaussuresenfant,5000,https://images.coinafrique.com/thumb_3012388_uploaded_image1_1616265482.jpg,Colobane, Dakar
Chaussures,8500,https://images.coinafrique.com/thumb_3004980_uploaded_image1_1615909281.jpg,Dakar, Sénégal
Mocassin,8000,https://images.coinafrique.com/thumb_2998854_uploaded_image1_1615573131.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2972549_uploaded_image1_1614340377.jpg,Dakar, Sénégal
Claquettes,6000,https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg,Dakar, Sénégal
Chaussures,3000,https://images.coinafrique.com/thumb_2956562_uploaded_image1_1613573380.jpg,Dakar, Sénégal
ChaussuresJordan,20000,https://images.coinafrique.com/thumb_2934921_uploaded_image1_1612567043.jpg,Dakar Plateau, Dakar
Baskets,1000,https://images.coinafrique.com/thumb_2905159_uploaded_image1_1611266722.jpg,Dakar, Sénégal
Chaussures,30000,https://images.coinafrique.com/thumb_2896647_uploaded_image1_1610917261.jpg,Dakar, Sénégal
Chaussures,25000,https://images.coinafrique.com/thumb_2883679_uploaded_image1_1610381004.jpg,Almadies, Dakar
Chaussures,25000,https://images.coinafrique.com/thumb_2883672_uploaded_image1_1610380885.jpg,Almadies, Dakar
Chaussures,2500,https://images.coinafrique.com/thumb_2847269_uploaded_image1_1608653733.jpg,HLM, Dakar
BasketsNikepour,10000,https://images.coinafrique.com/thumb_2837971_uploaded_image1_1608232681.jpg,Mermoz-Sacré Coeur, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_2831294_uploaded_image1_1607984493.jpg,HLM, Dakar
Chaussuresfriperie-,5000,https://images.coinafrique.com/thumb_2812381_uploaded_image1_1607243451.jpg,Colobane, Dakar
Baskets,15000,https://images.coinafrique.com/thumb_2810613_uploaded_image1_1607160786.jpg,Dakar Plateau, Dakar
Chaussures,2500,https://images.coinafrique.com/thumb_2802614_uploaded_image1_1606904602.jpg,Dieuppeul-Derklé, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2801602_uploaded_image1_1606862013.jpg,HLM, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_2797680_uploaded_image1_1606753722.jpg,Yoff, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2795704_uploaded_image1_1606681411.jpg,Grand Dakar, Dakar
Claquettes,6000,https://images.coinafrique.com/thumb_2795343_uploaded_image1_1606666445.jpg,Guediawaye, Dakar
Baskets,22500,https://images.coinafrique.com/thumb_2789511_uploaded_image1_1606408266.jpg,Dakar, Sénégal
Chaussures,13000,https://images.coinafrique.com/thumb_2772389_uploaded_image1_1605772309.jpg,Ziguinchor, Sénégal
Chaussures,15000,https://images.coinafrique.com/thumb_2772383_uploaded_image1_1605772057.jpg,Ziguinchor, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_2765779_uploaded_image1_1605531902.jpg,Mermoz-Sacré Coeur, Dakar
Claquettes,2500,https://images.coinafrique.com/thumb_2762753_uploaded_image1_1605397699.jpg,Dieuppeul-Derklé, Dakar
Chaussuresdesport,2000,https://images.coinafrique.com/thumb_2752149_uploaded_image1_1605019568.jpg,Hann Bel-Air, Dakar
Chaussures,2500,https://images.coinafrique.com/thumb_2752137_uploaded_image1_1605019378.jpg,Hann Bel-Air, Dakar
Chaussuresd'été,3000,https://images.coinafrique.com/thumb_2752129_uploaded_image1_1605019198.jpg,Hann Bel-Air, Dakar
Chaussures,7500,https://images.coinafrique.com/thumb_2752111_uploaded_image1_1605018817.jpg,Hann Bel-Air, Dakar
Chaussures,15000,https://images.coinafrique.com/thumb_2749776_uploaded_image1_1604935997.jpg,Kolda, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_2749342_uploaded_image1_1604925569.jpg,Patte d'oie, Dakar
Chaussures,15000,https://images.coinafrique.com/thumb_2747212_uploaded_image1_1604838947.jpg,Hann Bel-Air, Hann / Bel Air (Dakar)
Chaussures,15000,https://images.coinafrique.com/thumb_2744527_uploaded_image1_1604704184.jpg,Mermoz-Sacré Coeur, Dakar
Chaussures,7000,https://images.coinafrique.com/thumb_2740384_uploaded_image1_1604582455.jpg,Dakar, Sénégal
Chaussures,7000,https://images.coinafrique.com/thumb_2740383_uploaded_image1_1604582418.jpg,Dakar, Sénégal
Chaussures,12000,https://images.coinafrique.com/thumb_2735476_uploaded_image1_1604424098.jpg,Hann Bel-Air, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_2734564_uploaded_image1_1604405272.jpg,Dakar, Sénégal
Chaussures,3500,https://images.coinafrique.com/thumb_2734509_uploaded_image1_1604404615.jpg,Parcelle Assainies, Dakar
Chaussures,2500,https://images.coinafrique.com/thumb_2733477_uploaded_image1_1604363169.jpg,Dieuppeul-Derklé, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_2732252_uploaded_image1_1604327384.jpg,Patte d'oie, Dakar
Chaussurespour,8000,https://images.coinafrique.com/thumb_2726067_uploaded_image1_1604015534.jpg,Dakar, Sénégal
Chaussures,2500,https://images.coinafrique.com/thumb_2720321_uploaded_image1_1603756962.jpg,Dieuppeul-Derklé, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2686221_uploaded_image1_1602375459.jpg,Dieuppeul-Derklé, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_2671653_uploaded_image1_1601824422.jpg,Dakar, Sénégal
Chaussures,3000,https://images.coinafrique.com/thumb_2658958_uploaded_image1_1601383110.jpg,Dakar Plateau, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2658953_uploaded_image1_1601383073.jpg,Dakar Plateau, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2655658_uploaded_image1_1601252815.jpg,Dieuppeul-Derklé, Dakar
Chaussures,5000,https://images.coinafrique.com/thumb_2646040_uploaded_image1_1600852986.jpg,Parcelle Assainies, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2642974_uploaded_image1_1600732549.jpg,Dieuppeul-Derklé, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2629141_uploaded_image1_1600221342.jpg,Dieuppeul-Derklé, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2623386_uploaded_image1_1600019061.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2621862_uploaded_image1_1599941553.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2621852_uploaded_image1_1599941341.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2621850_uploaded_image1_1599941226.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2621842_uploaded_image1_1599941018.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2621836_uploaded_image1_1599940895.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2621830_uploaded_image1_1599940781.jpg,Dakar, Sénégal
Chaussures,3000,https://images.coinafrique.com/thumb_2612829_uploaded_image1_1599648926.jpg,Dieuppeul-Derklé, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2606174_uploaded_image1_1599441065.jpg,Dieuppeul-Derklé, Dakar
Chaussures,3000,https://images.coinafrique.com/thumb_2601784_uploaded_image1_1599263254.jpg,Dieuppeul-Derklé, Dakar
Chaussures,8000,https://images.coinafrique.com/thumb_2584194_uploaded_image1_1598703235.jpg,Hann Bel-Air, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2486553_uploaded_image1_1595806629.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2484023_uploaded_image1_1595729844.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2484019_uploaded_image1_1595729648.jpg,Dieuppeul-Derklé, Dakar
Chaussures,7500,https://images.coinafrique.com/thumb_2484015_uploaded_image1_1595729350.jpg,Dieuppeul-Derklé, Dakar
Chaussures,5000,https://images.coinafrique.com/thumb_2484004_uploaded_image1_1595729080.jpg,Dieuppeul-Derklé, Dakar
Chaussures,8000,https://images.coinafrique.com/thumb_2480205_uploaded_image1_1595631053.jpg,Dakar, Sénégal
Chaussures,8000,https://images.coinafrique.com/thumb_2480204_uploaded_image1_1595631025.jpg,Dakar, Sénégal
Chaussures,8500,https://images.coinafrique.com/thumb_2477046_uploaded_image1_1595580779.jpg,Biscuiterie, Dakar
Chaussures,7500,https://images.coinafrique.com/thumb_2476350_uploaded_image1_1595551356.jpg,Dieuppeul-Derklé, Dakar
Chaussures,5000,https://images.coinafrique.com/thumb_2476339_uploaded_image1_1595551015.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2472307_uploaded_image1_1595468941.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2472298_uploaded_image1_1595468772.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2472283_uploaded_image1_1595468382.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2456502_uploaded_image1_1595118562.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2444887_uploaded_image1_1594863625.jpg,Dieuppeul-Derklé, Dakar
Chaussures,4000,https://images.coinafrique.com/thumb_2444525_uploaded_image1_1594854180.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2443725_uploaded_image1_1594838891.jpg,Ouakam, Dakar
Chaussures,5500,https://images.coinafrique.com/thumb_2443709_uploaded_image1_1594838430.jpg,Ouakam, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2443093_uploaded_image1_1594828501.jpg,Dieuppeul-Derklé, Dakar
Chaussurespour,12000,https://images.coinafrique.com/thumb_2439527_uploaded_image1_1594751426.jpg,Hann Bel-Air, Dakar
Chaussures,8000,https://images.coinafrique.com/thumb_2431711_uploaded_image1_1594596062.jpg,Dakar, Sénégal
Chaussures,8000,https://images.coinafrique.com/thumb_2431710_uploaded_image1_1594596033.jpg,Dakar, Sénégal
Chaussures,4500,https://images.coinafrique.com/thumb_2430991_uploaded_image1_1594579037.35.jpeg,Mermoz-Sacré-Cœur, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2428992_uploaded_image1_1594520466.jpg,Dieuppeul-Derklé, Dakar
Chaussures,8000,https://images.coinafrique.com/thumb_2428826_uploaded_image1_1594515028.jpg,Dakar, Sénégal
Chaussures,8000,https://images.coinafrique.com/thumb_2428822_uploaded_image1_1594514978.jpg,Dakar, Sénégal
Chaussures,8000,https://images.coinafrique.com/thumb_2428820_uploaded_image1_1594514951.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2425191_uploaded_image1_1594428152.jpg,Dieuppeul-Derklé, Dakar
Chaussures,30000,https://images.coinafrique.com/thumb_2420883_uploaded_image2_1594336964.jpeg,Dakar, Sénégal
Chaussures,2200,https://images.coinafrique.com/thumb_2420872_uploaded_image1_1594336760.jpg,Dakar, Sénégal
Chaussuresbébéfilleo-1,3000,https://images.coinafrique.com/thumb_2415033_uploaded_image1_1594235186.jpg,Sicap Liberté, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2413078_uploaded_image1_1594213991.jpg,Dieuppeul-Derklé, Dakar
Chaussures,6000,https://images.coinafrique.com/thumb_2410519_uploaded_image1_1594168798.jpg,Dieuppeul-Derklé, Dakar
Chaussures,10000,https://images.coinafrique.com/thumb_2406863_uploaded_image1_1594125288.jpg,Dakar, Sénégal
Chaussures,10000,https://images.coinafrique.com/thumb_2406856_uploaded_image1_1594125233.jpg,Dakar, Sénégal
Chaussures,6000,https://images.coinafrique.com/thumb_2406756_uploaded_image1_1594124181.jpg,Dieuppeul-Derklé, Dakar
Chaussures,9000,https://images.coinafrique.com/thumb_2394786_uploaded_image1_1593908865.jpg,Dakar, Sénégal
Chaussures,9000,https://images.coinafrique.com/thumb_2394785_uploaded_image1_1593908839.jpg,Dakar, Sénégal
